,Unnamed: 0,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Class
0,0.0,0.02404692082111437,0.12170860152135751,0.1367125908665418,0.1367172527829859,0.03940309066968877,0.024791806260170385,0.007823260426422786,0.05284163005544568,0.19387755102040816,0.37962962962962965,0.26434426229508196,0,1,-0.15384615384615385,0.07140000635196724,0.5030193876469965,0.3764009051985099,0.5179982295629226,0.6450510731151965,0.38355369983762466,0.0,0.7123927335285805,-0.18278473618064656,2.8290843007991636e-09,0.7946482894453631,0.4608925306426491,1.0,0
1,0.0012804097311139564,0.02287390029325513,0.11117612638970158,0.1953061597950448,0.19530982987290627,0.037339587168283624,0.02029290705465684,0.006445925844306099,0.05188374523904588,0.23979591836734693,0.4166666666666667,0.35860655737704916,0,1,-0.15384615384615385,0.06494133880217742,0.36349189532789494,0.35595442170011093,0.45277262771397064,0.7202719155844156,0.39062862444908375,0.0,0.08327366070227203,-0.18114283453560193,0.022633930229282992,0.16913825612801303,0.4803277578384235,1.0,0
2,0.002560819462227913,0.02404692082111437,0.1240491515506144,0.13395044517427487,0.13395510900172272,0.04297327926735799,0.024217478702019717,0.0068315795272987714,0.058432785525250094,0.1836734693877551,0.4074074074074074,0.26844262295081966,0,1,-0.15384615384615385,0.08325805487247628,0.4664689056044073,0.3725271777534316,15.037265402465502,0.6817167207792209,0.46184180004639297,0.0,0.7200933909517275,-0.18381679257850236,2.8290843007991636e-09,0.5864270230532072,0.4684092909866594,1.0,0
3,0.0038412291933418692,0.02404692082111437,0.11293153891164423,0.16889666034541567,0.16890994818007596,0.07473813157946453,0.07648128649373026,0.023800341578976366,0.11241140234061049,0.20408163265306123,0.48148148148148145,0.35450819672131145,0,1,-0.15384615384615385,0.0698774296280663,0.5954020553024686,0.9335484521528689,0.45613911039004557,0.18303571428571427,0.17364914975048587,1.0,0.7693079648555102,-0.17675590838824023,0.028777277611616126,0.528206696223819,0.9557637839545565,1.0,0
4,0.005121638924455826,0.02404692082111437,0.1053247513165594,0.025313341252770016,0.025316350604335163,0.025770865950882064,0.017229826744519956,0.005068591262189411,0.035097855573435074,0.19387755102040816,0.4027777777777778,0.2766393442622951,0,1,-0.15384615384615385,0.06145954641282526,0.4390295582159127,0.32308157708984575,0.1670971908298353,0.7662142682245655,0.4263511946184179,0.0,0.674647223872038,-0.13547953333454038,1.5454176405634686e-05,0.15252509809916937,0.9171054596656126,1.0,0
5,0.006402048655569782,0.02404692082111437,0.1269748390871855,0.10563843020806164,0.10564925383460519,0.0743254308791835,0.056762706997224084,0.019613244449341635,0.11235196051060964,0.1377551020408163,0.49074074074074076,0.35450819672131145,0,1,-0.15384615384615385,0.0698774296280663,0.5754846911749126,0.7647474034486236,0.2051985792702615,0.2923092532467532,0.28856413825098587,0.0,0.7688164335306286,-0.050876941719073705,0.5024772817996102,0.37573255873210015,0.5293559964786347,1.0,0
6,0.0076824583866837385,0.02404692082111437,0.11117612638970158,0.20175494278702827,0.2017684673340759,0.06014293856000209,0.05743275581506652,0.019503057682772298,0.09136381816355976,0.20408163265306123,0.48148148148148145,0.36270491803278687,0,1,-0.15384615384615385,0.060242382092177256,0.726081178255219,0.8957446300213998,0.17355505327736517,0.2433035714285714,0.3956158663883089,1.0,0.7499948798820325,-0.18280536181831958,0.006780700552937807,0.7726567106784994,0.9598451491523217,1.0,0
7,0.008962868117797696,0.02404692082111437,0.1240491515506144,0.25762467750896123,0.257629428735497,0.0458621841693252,0.023930314922944385,0.0075477935099994495,0.06335153225336126,0.20408163265306123,0.4166666666666667,0.26434426229508196,0,1,-0.15384615384615385,0.07140000635196724,0.49942621188936137,0.37896420302324474,2.220270881611916,0.689935064935065,-0.637215532446737,0.0,0.7258893644909579,-0.18381679257850236,0.0013127223344283655,0.794979149088603,0.9223791337975563,1.0,0
8,0.010243277848911651,0.02287390029325513,0.1240491515506144,0.1459191954553411,0.14592385100215166,0.04373972342502276,0.027376280271848377,0.008539474409123464,0.05959366979882262,0.1836734693877551,0.4027777777777778,0.26844262295081966,0,1,-0.15384615384615385,0.07134062615850072,0.46276088568704316,0.35743083671566067,5.836190340041547,0.6089691558441559,0.23256851690159888,0.0,0.7216703872857231,-0.183795334312348,2.8290843007991636e-09,0.8986842563029749,0.46949278797318345,1.0,0
9,0.011523687580025609,0.02287390029325513,0.10005851375073142,0.03483309683413946,0.034836186081265264,0.025666053074620217,0.015698286589451518,0.004793124345766074,0.035105447563333586,0.22959183673469388,0.4074074074074074,0.2725409836065574,0,1,-0.15384615384615385,0.05972282478504203,0.4232439877105626,0.34202290831995713,0.40816673225597766,0.8166599025974026,0.38847615737680424,0.0,0.6742785753783768,0.6947867298578201,1.5538282024491972e-05,0.5786360725180534,0.4716597819462314,1.0,0
